occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
BogFungi_0088,Lyophyllum tylicolor,Lyophyllum tylicolor (Fr.) M.Lange & Sivertsen,2530845,EXACT,98,SYNONYM,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sagaranella,Sagaranella tylicolor,Lyophyllum tylicolor,(Fr.) M.Lange & Sivertsen,2530845,7365474
BogFungi_0089,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0090,Mycena galopus,Mycena galopus (Pers.) P.Kumm.,4911815,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycena galopus,(Pers.) P.Kumm.,4911815,
BogFungi_0091,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0092,Leccinum holopus/schistophilum,Leccinum holopus (Rostk.) Watling,2524503,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum holopus,Leccinum holopus,(Rostk.) Watling,2524503,
BogFungi_0093,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_0094,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0095,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0096,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0097,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0098,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0099,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0100,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0101,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0102,Gymnopus androsaceus,Gymnopus androsaceus (L.) Della Magg. & Trassin.,7769302,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,Gymnopus androsaceus,(L.) Della Magg. & Trassin.,7769302,
BogFungi_0103,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0104,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0105,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0106,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0107,Cortinarius bataillei,Cortinarius bataillei (J.Favre ex M.M.Moser) Høil.,7363124,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius bataillei,Cortinarius bataillei,(J.Favre ex M.M.Moser) Høil.,7363124,
BogFungi_0108,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_0109,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0110,Gymnopus sp,Gymnopus (Pers.) Roussel,2527767,HIGHERRANK,92,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,,Gymnopus,(Pers.) Roussel,2527767,
BogFungi_0111,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0112,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0113,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_0114,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0115,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0116,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0117,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0118,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0119,Gymnopus sp,Gymnopus (Pers.) Roussel,2527767,HIGHERRANK,92,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,,Gymnopus,(Pers.) Roussel,2527767,
BogFungi_0120,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0121,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0122,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0123,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0124,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0125,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0126,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0127,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0128,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0129,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0130,Cortinarius pinophilus/comarostaphylii,Cortinarius pinophilus Soop,3349264,EXACT,98,SYNONYM,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster,Thaxterogaster pinophilus,Cortinarius pinophilus,Soop,3349264,11934541
BogFungi_0131,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0132,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0133,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0134,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_0135,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_0136,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0137,Cortinarius bataillei,Cortinarius bataillei (J.Favre ex M.M.Moser) Høil.,7363124,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius bataillei,Cortinarius bataillei,(J.Favre ex M.M.Moser) Høil.,7363124,
BogFungi_0138,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_0139,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0140,Suillus puctipes,Suillus Gray,7414997,HIGHERRANK,92,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,,Suillus,Gray,7414997,
BogFungi_0141,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0142,Suillus puctipes,Suillus Gray,7414997,HIGHERRANK,92,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,,Suillus,Gray,7414997,
BogFungi_0143,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0144,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0145,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0146,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0147,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0148,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0149,Galerina calyptrata s.l.,Galerina calyptrata P.D.Orton,2533899,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina calyptrata,Galerina calyptrata,P.D.Orton,2533899,
BogFungi_0151,Galerina calyptrata s.l.,Galerina calyptrata P.D.Orton,2533899,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina calyptrata,Galerina calyptrata,P.D.Orton,2533899,
BogFungi_0152,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0153,Galerina calyptrata s.l.,Galerina calyptrata P.D.Orton,2533899,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina calyptrata,Galerina calyptrata,P.D.Orton,2533899,
BogFungi_0154,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_0155,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_0156,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0157,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0158,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0159,Galerina calyptrata s.l.,Galerina calyptrata P.D.Orton,2533899,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina calyptrata,Galerina calyptrata,P.D.Orton,2533899,
BogFungi_0160,Cortinarius glandicolor/coleoptera,Cortinarius glandicolor (Fr.) Fr.,7244568,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius glandicolor,Cortinarius glandicolor,(Fr.) Fr.,7244568,
BogFungi_0161,Cortinarius scaurus,Cortinarius scaurus (Fr.) Fr.,3348106,EXACT,98,SYNONYM,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster,Thaxterogaster scaurus,Cortinarius scaurus,(Fr.) Fr.,3348106,12082203
BogFungi_0162,Galerina tibiicystis,Galerina tibiicystis (G.F.Atk.) Kühner,2533865,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina tibiicystis,Galerina tibiicystis,(G.F.Atk.) Kühner,2533865,
BogFungi_0163,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_0164,Gymnopus junquilleus,Gymnopus junquilleus R.H.Petersen & J.L.Mata,5449274,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus junquilleus,Gymnopus junquilleus,R.H.Petersen & J.L.Mata,5449274,
BogFungi_0165,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0166,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0167,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0168,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0169,Monilinia oxycocci,Monilinia oxycocci (Woronin) Honey,2583327,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia oxycocci,Monilinia oxycocci,(Woronin) Honey,2583327,
BogFungi_0170,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0171,Galerina tibiicystis,Galerina tibiicystis (G.F.Atk.) Kühner,2533865,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina tibiicystis,Galerina tibiicystis,(G.F.Atk.) Kühner,2533865,
BogFungi_0172,Hypholoma elongatum,Hypholoma elongatum (Pers.) Ricken,9039008,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma elongatum,Hypholoma elongatum,(Pers.) Ricken,9039008,
BogFungi_0173,Hypholoma elongatum,Hypholoma elongatum (Pers.) Ricken,9039008,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma elongatum,Hypholoma elongatum,(Pers.) Ricken,9039008,
BogFungi_0174,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_0175,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_0176,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
