eventID,parentEventID,habitat,decimalLatitude,decimalLongitude,minimumElevationInMeters,samplingProtocol,sampleSizeValue,sampleSizeUnit,eventDate,country,countryCode,stateProvince,municipality,locality,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision
BogFungi_Plot_061_001,BogFungi_Plot_061,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89171,68.68425,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_062_001,BogFungi_Plot_062,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89172,68.68416,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_063_001,BogFungi_Plot_063,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89172,68.68407,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_064_001,BogFungi_Plot_064,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89172,68.68397,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_065_001,BogFungi_Plot_065,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89172,68.68386,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_066_001,BogFungi_Plot_066,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89172,68.68377,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_067_001,BogFungi_Plot_067,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89171,68.68381,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_068_001,BogFungi_Plot_068,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89174,68.68370,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_069_001,BogFungi_Plot_069,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89172,68.68365,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_070_001,BogFungi_Plot_070,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89173,68.68360,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_071_001,BogFungi_Plot_071,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89175,68.68353,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_072_001,BogFungi_Plot_072,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89175,68.68341,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_073_001,BogFungi_Plot_073,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89175,68.68333,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_074_001,BogFungi_Plot_074,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89176,68.68311,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_075_001,BogFungi_Plot_075,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89176,68.68298,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_076_001,BogFungi_Plot_076,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89179,68.68293,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_077_001,BogFungi_Plot_077,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89180,68.68285,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_078_001,BogFungi_Plot_078,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68277,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_079_001,BogFungi_Plot_079,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89182,68.68268,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_080_001,BogFungi_Plot_080,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89183,68.68259,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_081_001,BogFungi_Plot_081,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89186,68.68251,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_082_001,BogFungi_Plot_082,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89187,68.68242,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_083_001,BogFungi_Plot_083,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89187,68.68231,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_084_001,BogFungi_Plot_084,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89192,68.68224,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_085_001,BogFungi_Plot_085,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89198,68.68231,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_086_001,BogFungi_Plot_086,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89202,68.68233,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_087_001,BogFungi_Plot_087,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89207,68.68237,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_088_001,BogFungi_Plot_088,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89212,68.68240,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_089_001,BogFungi_Plot_089,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89213,68.68241,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_090_001,BogFungi_Plot_090,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89215,68.68246,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_091_001,BogFungi_Plot_091,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89217,68.68247,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_092_001,BogFungi_Plot_092,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89220,68.68241,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_093_001,BogFungi_Plot_093,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89221,68.68237,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_094_001,BogFungi_Plot_094,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89220,68.68256,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_095_001,BogFungi_Plot_095,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89222,68.68254,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_096_001,BogFungi_Plot_096,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89226,68.68256,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_097_001,BogFungi_Plot_097,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89228,68.68262,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_098_001,BogFungi_Plot_098,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89230,68.68253,35,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_099_001,BogFungi_Plot_099,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89235,68.68263,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_100_001,BogFungi_Plot_100,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89240,68.68266,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_101_001,BogFungi_Plot_101,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89245,68.68268,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_102_001,BogFungi_Plot_102,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89249,68.68270,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_103_001,BogFungi_Plot_103,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89253,68.68272,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_104_001,BogFungi_Plot_104,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89257,68.68275,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_105_001,BogFungi_Plot_105,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89263,68.68278,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_106_001,BogFungi_Plot_106,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89267,68.68280,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_107_001,BogFungi_Plot_107,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89271,68.68282,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_108_001,BogFungi_Plot_108,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89277,68.68285,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_109_001,BogFungi_Plot_109,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89280,68.68287,34,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_110_001,BogFungi_Plot_110,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89285,68.68287,33,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_111_001,BogFungi_Plot_111,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89283,68.68287,33,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_112_001,BogFungi_Plot_112,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89291,68.68291,33,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_113_001,BogFungi_Plot_113,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89295,68.68292,33,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_114_001,BogFungi_Plot_114,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89299,68.68295,33,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_115_001,BogFungi_Plot_115,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89305,68.68296,33,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_116_001,BogFungi_Plot_116,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89306,68.68298,33,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_117_001,BogFungi_Plot_117,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89312,68.68300,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_118_001,BogFungi_Plot_118,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89316,68.68301,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_119_001,BogFungi_Plot_119,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89321,68.68301,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_120_001,BogFungi_Plot_120,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89325,68.68303,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_121_001,BogFungi_Plot_121,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89331,68.68305,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_122_001,BogFungi_Plot_122,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89337,68.68306,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_123_001,BogFungi_Plot_123,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89345,68.68306,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_124_001,BogFungi_Plot_124,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89350,68.68308,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_125_001,BogFungi_Plot_125,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89355,68.68307,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_126_001,BogFungi_Plot_126,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89360,68.68310,32,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_127_001,BogFungi_Plot_127,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89365,68.68313,38,Plot-based fruitbodies count,5,square metre,2014-06-14,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
